# Time	field	min	position(min)	max	position(max)
1264	Ua	0	(0.0101886 0.0130353 0)	59.7824	(0.0498085 0.0148949 -2.71874e-20)
1265	Ua	0	(0.0101886 0.0130353 0)	59.7869	(0.0498085 0.0148949 -2.71874e-20)
1266	Ua	0	(0.0101886 0.0130353 0)	59.7912	(0.0498085 0.0148949 -2.71874e-20)
1267	Ua	0	(0.0101886 0.0130353 0)	59.7955	(0.0498085 0.0148949 -2.71874e-20)
1268	Ua	0	(0.0101886 0.0130353 0)	59.7998	(0.0498085 0.0148949 -2.71874e-20)
1269	Ua	0	(0.0101886 0.0130353 0)	59.804	(0.0498085 0.0148949 -2.71874e-20)
1270	Ua	0	(0.0101886 0.0130353 0)	59.8081	(0.0498085 0.0148949 -2.71874e-20)
1271	Ua	0	(0.0101886 0.0130353 0)	59.8122	(0.0498085 0.0148949 -2.71874e-20)
1272	Ua	0	(0.0101886 0.0130353 0)	59.8162	(0.0498085 0.0148949 -2.71874e-20)
1273	Ua	0	(0.0101886 0.0130353 0)	59.8202	(0.0498085 0.0148949 -2.71874e-20)
1274	Ua	0	(0.0101886 0.0130353 0)	59.8241	(0.0498085 0.0148949 -2.71874e-20)
1275	Ua	0	(0.0101886 0.0130353 0)	59.828	(0.0498085 0.0148949 -2.71874e-20)
1276	Ua	0	(0.0101886 0.0130353 0)	59.8318	(0.0498085 0.0148949 -2.71874e-20)
1277	Ua	0	(0.0101886 0.0130353 0)	59.8356	(0.0498085 0.0148949 -2.71874e-20)
1278	Ua	0	(0.0101886 0.0130353 0)	59.8393	(0.0498085 0.0148949 -2.71874e-20)
1279	Ua	0	(0.0101886 0.0130353 0)	59.843	(0.0498085 0.0148949 -2.71874e-20)
1280	Ua	0	(0.0101886 0.0130353 0)	59.8466	(0.0498085 0.0148949 -2.71874e-20)
1281	Ua	0	(0.0101886 0.0130353 0)	59.8501	(0.0498085 0.0148949 -2.71874e-20)
1282	Ua	0	(0.0101886 0.0130353 0)	59.8536	(0.0498085 0.0148949 -2.71874e-20)
1283	Ua	0	(0.0101886 0.0130353 0)	59.8571	(0.0498085 0.0148949 -2.71874e-20)
1284	Ua	0	(0.0101886 0.0130353 0)	59.8605	(0.0498085 0.0148949 -2.71874e-20)
1285	Ua	0	(0.0101886 0.0130353 0)	59.8639	(0.0498085 0.0148949 -2.71874e-20)
1286	Ua	0	(0.0101886 0.0130353 0)	59.8672	(0.0498085 0.0148949 -2.71874e-20)
1287	Ua	0	(0.0101886 0.0130353 0)	59.8705	(0.0498085 0.0148949 -2.71874e-20)
1288	Ua	0	(0.0101886 0.0130353 0)	59.8737	(0.0498085 0.0148949 -2.71874e-20)
1289	Ua	0	(0.0101886 0.0130353 0)	59.8769	(0.0498085 0.0148949 -2.71874e-20)
1290	Ua	0	(0.0101886 0.0130353 0)	59.88	(0.0498085 0.0148949 -2.71874e-20)
1291	Ua	0	(0.0101886 0.0130353 0)	59.8831	(0.0498085 0.0148949 -2.71874e-20)
1292	Ua	0	(0.0101886 0.0130353 0)	59.8862	(0.0498085 0.0148949 -2.71874e-20)
1293	Ua	0	(0.0101886 0.0130353 0)	59.8892	(0.0498085 0.0148949 -2.71874e-20)
1294	Ua	0	(0.0101886 0.0130353 0)	59.8922	(0.0498085 0.0148949 -2.71874e-20)
1295	Ua	0	(0.0101886 0.0130353 0)	59.8951	(0.0498085 0.0148949 -2.71874e-20)
1296	Ua	0	(0.0101886 0.0130353 0)	59.898	(0.0498085 0.0148949 -2.71874e-20)
1297	Ua	0	(0.0101886 0.0130353 0)	59.9009	(0.0498085 0.0148949 -2.71874e-20)
1298	Ua	0	(0.0101886 0.0130353 0)	59.9037	(0.0498085 0.0148949 -2.71874e-20)
1299	Ua	0	(0.0101886 0.0130353 0)	59.9065	(0.0498085 0.0148949 -2.71874e-20)
1300	Ua	0	(0.0101886 0.0130353 0)	59.9092	(0.0498085 0.0148949 -2.71874e-20)
1301	Ua	0	(0.0101886 0.0130353 0)	59.9119	(0.0498085 0.0148949 -2.71874e-20)
1302	Ua	0	(0.0101886 0.0130353 0)	59.9145	(0.0498085 0.0148949 -2.71874e-20)
1303	Ua	0	(0.0101886 0.0130353 0)	59.9172	(0.0498085 0.0148949 -2.71874e-20)
1304	Ua	0	(0.0101886 0.0130353 0)	59.9198	(0.0498085 0.0148949 -2.71874e-20)
1305	Ua	0	(0.0101886 0.0130353 0)	59.9223	(0.0498085 0.0148949 -2.71874e-20)
1306	Ua	0	(0.0101886 0.0130353 0)	59.9248	(0.0498085 0.0148949 -2.71874e-20)
1307	Ua	0	(0.0101886 0.0130353 0)	59.9273	(0.0498085 0.0148949 -2.71874e-20)
1308	Ua	0	(0.0101886 0.0130353 0)	59.9297	(0.0498085 0.0148949 -2.71874e-20)
1309	Ua	0	(0.0101886 0.0130353 0)	59.9321	(0.0498085 0.0148949 -2.71874e-20)
1310	Ua	0	(0.0101886 0.0130353 0)	59.9345	(0.0498085 0.0148949 -2.71874e-20)
1311	Ua	0	(0.0101886 0.0130353 0)	59.9369	(0.0498085 0.0148949 -2.71874e-20)
1312	Ua	0	(0.0101886 0.0130353 0)	59.9392	(0.0498085 0.0148949 -2.71874e-20)
1313	Ua	0	(0.0101886 0.0130353 0)	59.9414	(0.0498085 0.0148949 -2.71874e-20)
1314	Ua	0	(0.0101886 0.0130353 0)	59.9437	(0.0498085 0.0148949 -2.71874e-20)
1315	Ua	0	(0.0101886 0.0130353 0)	59.9459	(0.0498085 0.0148949 -2.71874e-20)
1316	Ua	0	(0.0101886 0.0130353 0)	59.9481	(0.0498085 0.0148949 -2.71874e-20)
1317	Ua	0	(0.0101886 0.0130353 0)	59.9502	(0.0498085 0.0148949 -2.71874e-20)
1318	Ua	0	(0.0101886 0.0130353 0)	59.9523	(0.0498085 0.0148949 -2.71874e-20)
1319	Ua	0	(0.0101886 0.0130353 0)	59.9544	(0.0498085 0.0148949 -2.71874e-20)
1320	Ua	0	(0.0101886 0.0130353 0)	59.9565	(0.0498085 0.0148949 -2.71874e-20)
1321	Ua	0	(0.0101886 0.0130353 0)	59.9585	(0.0498085 0.0148949 -2.71874e-20)
1322	Ua	0	(0.0101886 0.0130353 0)	59.9605	(0.0498085 0.0148949 -2.71874e-20)
1323	Ua	0	(0.0101886 0.0130353 0)	59.9625	(0.0498085 0.0148949 -2.71874e-20)
1324	Ua	0	(0.0101886 0.0130353 0)	59.9644	(0.0498085 0.0148949 -2.71874e-20)
1325	Ua	0	(0.0101886 0.0130353 0)	59.9664	(0.0498085 0.0148949 -2.71874e-20)
1326	Ua	0	(0.0101886 0.0130353 0)	59.9683	(0.0498085 0.0148949 -2.71874e-20)
1327	Ua	0	(0.0101886 0.0130353 0)	59.9701	(0.0498085 0.0148949 -2.71874e-20)
1328	Ua	0	(0.0101886 0.0130353 0)	59.972	(0.0498085 0.0148949 -2.71874e-20)
1329	Ua	0	(0.0101886 0.0130353 0)	59.9738	(0.0498085 0.0148949 -2.71874e-20)
1330	Ua	0	(0.0101886 0.0130353 0)	59.9755	(0.0498085 0.0148949 -2.71874e-20)
1331	Ua	0	(0.0101886 0.0130353 0)	59.9773	(0.0498085 0.0148949 -2.71874e-20)
1332	Ua	0	(0.0101886 0.0130353 0)	59.979	(0.0498085 0.0148949 -2.71874e-20)
1333	Ua	0	(0.0101886 0.0130353 0)	59.9807	(0.0498085 0.0148949 -2.71874e-20)
1334	Ua	0	(0.0101886 0.0130353 0)	59.9824	(0.0498085 0.0148949 -2.71874e-20)
1335	Ua	0	(0.0101886 0.0130353 0)	59.9841	(0.0498085 0.0148949 -2.71874e-20)
1336	Ua	0	(0.0101886 0.0130353 0)	59.9857	(0.0498085 0.0148949 -2.71874e-20)
1337	Ua	0	(0.0101886 0.0130353 0)	59.9873	(0.0498085 0.0148949 -2.71874e-20)
1338	Ua	0	(0.0101886 0.0130353 0)	59.9889	(0.0498085 0.0148949 -2.71874e-20)
1339	Ua	0	(0.0101886 0.0130353 0)	59.9905	(0.0498085 0.0148949 -2.71874e-20)
1340	Ua	0	(0.0101886 0.0130353 0)	59.992	(0.0498085 0.0148949 -2.71874e-20)
1341	Ua	0	(0.0101886 0.0130353 0)	59.9935	(0.0498085 0.0148949 -2.71874e-20)
1342	Ua	0	(0.0101886 0.0130353 0)	59.995	(0.0498085 0.0148949 -2.71874e-20)
1343	Ua	0	(0.0101886 0.0130353 0)	59.9965	(0.0498085 0.0148949 -2.71874e-20)
1344	Ua	0	(0.0101886 0.0130353 0)	59.998	(0.0498085 0.0148949 -2.71874e-20)
1345	Ua	0	(0.0101886 0.0130353 0)	59.9994	(0.0498085 0.0148949 -2.71874e-20)
1346	Ua	0	(0.0101886 0.0130353 0)	60.0008	(0.0498085 0.0148949 -2.71874e-20)
1347	Ua	0	(0.0101886 0.0130353 0)	60.0022	(0.0498085 0.0148949 -2.71874e-20)
1348	Ua	0	(0.0101886 0.0130353 0)	60.0036	(0.0498085 0.0148949 -2.71874e-20)
1349	Ua	0	(0.0101886 0.0130353 0)	60.0049	(0.0498085 0.0148949 -2.71874e-20)
1350	Ua	0	(0.0101886 0.0130353 0)	60.0063	(0.0498085 0.0148949 -2.71874e-20)
1351	Ua	0	(0.0101886 0.0130353 0)	60.0076	(0.0498085 0.0148949 -2.71874e-20)
1352	Ua	0	(0.0101886 0.0130353 0)	60.0089	(0.0498085 0.0148949 -2.71874e-20)
1353	Ua	0	(0.0101886 0.0130353 0)	60.0101	(0.0498085 0.0148949 -2.71874e-20)
1354	Ua	0	(0.0101886 0.0130353 0)	60.0114	(0.0498085 0.0148949 -2.71874e-20)
1355	Ua	0	(0.0101886 0.0130353 0)	60.0126	(0.0498085 0.0148949 -2.71874e-20)
1356	Ua	0	(0.0101886 0.0130353 0)	60.0138	(0.0498085 0.0148949 -2.71874e-20)
1357	Ua	0	(0.0101886 0.0130353 0)	60.015	(0.0498085 0.0148949 -2.71874e-20)
1358	Ua	0	(0.0101886 0.0130353 0)	60.0162	(0.0498085 0.0148949 -2.71874e-20)
1359	Ua	0	(0.0101886 0.0130353 0)	60.0174	(0.0498085 0.0148949 -2.71874e-20)
1360	Ua	0	(0.0101886 0.0130353 0)	60.0185	(0.0498085 0.0148949 -2.71874e-20)
1361	Ua	0	(0.0101886 0.0130353 0)	60.0196	(0.0498085 0.0148949 -2.71874e-20)
1362	Ua	0	(0.0101886 0.0130353 0)	60.0208	(0.0498085 0.0148949 -2.71874e-20)
1363	Ua	0	(0.0101886 0.0130353 0)	60.0218	(0.0498085 0.0148949 -2.71874e-20)
1364	Ua	0	(0.0101886 0.0130353 0)	60.0229	(0.0498085 0.0148949 -2.71874e-20)
1365	Ua	0	(0.0101886 0.0130353 0)	60.024	(0.0498085 0.0148949 -2.71874e-20)
1366	Ua	0	(0.0101886 0.0130353 0)	60.025	(0.0498085 0.0148949 -2.71874e-20)
1367	Ua	0	(0.0101886 0.0130353 0)	60.0261	(0.0498085 0.0148949 -2.71874e-20)
1368	Ua	0	(0.0101886 0.0130353 0)	60.0271	(0.0498085 0.0148949 -2.71874e-20)
1369	Ua	0	(0.0101886 0.0130353 0)	60.0281	(0.0498085 0.0148949 -2.71874e-20)
1370	Ua	0	(0.0101886 0.0130353 0)	60.0291	(0.0498085 0.0148949 -2.71874e-20)
1371	Ua	0	(0.0101886 0.0130353 0)	60.03	(0.0498085 0.0148949 -2.71874e-20)
1372	Ua	0	(0.0101886 0.0130353 0)	60.031	(0.0498085 0.0148949 -2.71874e-20)
1373	Ua	0	(0.0101886 0.0130353 0)	60.0319	(0.0498085 0.0148949 -2.71874e-20)
1374	Ua	0	(0.0101886 0.0130353 0)	60.0328	(0.0498085 0.0148949 -2.71874e-20)
1375	Ua	0	(0.0101886 0.0130353 0)	60.0337	(0.0498085 0.0148949 -2.71874e-20)
1376	Ua	0	(0.0101886 0.0130353 0)	60.0346	(0.0498085 0.0148949 -2.71874e-20)
1377	Ua	0	(0.0101886 0.0130353 0)	60.0355	(0.0498085 0.0148949 -2.71874e-20)
1378	Ua	0	(0.0101886 0.0130353 0)	60.0364	(0.0498085 0.0148949 -2.71874e-20)
1379	Ua	0	(0.0101886 0.0130353 0)	60.0373	(0.0498085 0.0148949 -2.71874e-20)
1380	Ua	0	(0.0101886 0.0130353 0)	60.0381	(0.0498085 0.0148949 -2.71874e-20)
1381	Ua	0	(0.0101886 0.0130353 0)	60.0389	(0.0498085 0.0148949 -2.71874e-20)
1382	Ua	0	(0.0101886 0.0130353 0)	60.0397	(0.0498085 0.0148949 -2.71874e-20)
1383	Ua	0	(0.0101886 0.0130353 0)	60.0405	(0.0498085 0.0148949 -2.71874e-20)
1384	Ua	0	(0.0101886 0.0130353 0)	60.0413	(0.0498085 0.0148949 -2.71874e-20)
1385	Ua	0	(0.0101886 0.0130353 0)	60.0421	(0.0498085 0.0148949 -2.71874e-20)
1386	Ua	0	(0.0101886 0.0130353 0)	60.0429	(0.0498085 0.0148949 -2.71874e-20)
1387	Ua	0	(0.0101886 0.0130353 0)	60.0436	(0.0498085 0.0148949 -2.71874e-20)
1388	Ua	0	(0.0101886 0.0130353 0)	60.0444	(0.0498085 0.0148949 -2.71874e-20)
1389	Ua	0	(0.0101886 0.0130353 0)	60.0451	(0.0498085 0.0148949 -2.71874e-20)
1390	Ua	0	(0.0101886 0.0130353 0)	60.0458	(0.0498085 0.0148949 -2.71874e-20)
1391	Ua	0	(0.0101886 0.0130353 0)	60.0465	(0.0498085 0.0148949 -2.71874e-20)
1392	Ua	0	(0.0101886 0.0130353 0)	60.0472	(0.0498085 0.0148949 -2.71874e-20)
1393	Ua	0	(0.0101886 0.0130353 0)	60.0479	(0.0498085 0.0148949 -2.71874e-20)
1394	Ua	0	(0.0101886 0.0130353 0)	60.0486	(0.0498085 0.0148949 -2.71874e-20)
1395	Ua	0	(0.0101886 0.0130353 0)	60.0493	(0.0498085 0.0148949 -2.71874e-20)
1396	Ua	0	(0.0101886 0.0130353 0)	60.0499	(0.0498085 0.0148949 -2.71874e-20)
1397	Ua	0	(0.0101886 0.0130353 0)	60.0505	(0.0498085 0.0148949 -2.71874e-20)
1398	Ua	0	(0.0101886 0.0130353 0)	60.0512	(0.0498085 0.0148949 -2.71874e-20)
1399	Ua	0	(0.0101886 0.0130353 0)	60.0518	(0.0498085 0.0148949 -2.71874e-20)
1400	Ua	0	(0.0101886 0.0130353 0)	60.0524	(0.0498085 0.0148949 -2.71874e-20)
1401	Ua	0	(0.0101886 0.0130353 0)	60.053	(0.0498085 0.0148949 -2.71874e-20)
1402	Ua	0	(0.0101886 0.0130353 0)	60.0536	(0.0498085 0.0148949 -2.71874e-20)
1403	Ua	0	(0.0101886 0.0130353 0)	60.0542	(0.0498085 0.0148949 -2.71874e-20)
1404	Ua	0	(0.0101886 0.0130353 0)	60.0548	(0.0498085 0.0148949 -2.71874e-20)
1405	Ua	0	(0.0101886 0.0130353 0)	60.0553	(0.0498085 0.0148949 -2.71874e-20)
1406	Ua	0	(0.0101886 0.0130353 0)	60.0559	(0.0498085 0.0148949 -2.71874e-20)
1407	Ua	0	(0.0101886 0.0130353 0)	60.0564	(0.0498085 0.0148949 -2.71874e-20)
1408	Ua	0	(0.0101886 0.0130353 0)	60.057	(0.0498085 0.0148949 -2.71874e-20)
1409	Ua	0	(0.0101886 0.0130353 0)	60.0575	(0.0498085 0.0148949 -2.71874e-20)
1410	Ua	0	(0.0101886 0.0130353 0)	60.058	(0.0498085 0.0148949 -2.71874e-20)
1411	Ua	0	(0.0101886 0.0130353 0)	60.0585	(0.0498085 0.0148949 -2.71874e-20)
1412	Ua	0	(0.0101886 0.0130353 0)	60.059	(0.0498085 0.0148949 -2.71874e-20)
1413	Ua	0	(0.0101886 0.0130353 0)	60.0595	(0.0498085 0.0148949 -2.71874e-20)
1414	Ua	0	(0.0101886 0.0130353 0)	60.06	(0.0498085 0.0148949 -2.71874e-20)
1415	Ua	0	(0.0101886 0.0130353 0)	60.0605	(0.0498085 0.0148949 -2.71874e-20)
1416	Ua	0	(0.0101886 0.0130353 0)	60.061	(0.0498085 0.0148949 -2.71874e-20)
1417	Ua	0	(0.0101886 0.0130353 0)	60.0614	(0.0498085 0.0148949 -2.71874e-20)
1418	Ua	0	(0.0101886 0.0130353 0)	60.0619	(0.0498085 0.0148949 -2.71874e-20)
1419	Ua	0	(0.0101886 0.0130353 0)	60.0623	(0.0498085 0.0148949 -2.71874e-20)
1420	Ua	0	(0.0101886 0.0130353 0)	60.0628	(0.0498085 0.0148949 -2.71874e-20)
1421	Ua	0	(0.0101886 0.0130353 0)	60.0632	(0.0498085 0.0148949 -2.71874e-20)
1422	Ua	0	(0.0101886 0.0130353 0)	60.0636	(0.0498085 0.0148949 -2.71874e-20)
1423	Ua	0	(0.0101886 0.0130353 0)	60.064	(0.0498085 0.0148949 -2.71874e-20)
1424	Ua	0	(0.0101886 0.0130353 0)	60.0644	(0.0498085 0.0148949 -2.71874e-20)
1425	Ua	0	(0.0101886 0.0130353 0)	60.0648	(0.0498085 0.0148949 -2.71874e-20)
1426	Ua	0	(0.0101886 0.0130353 0)	60.0652	(0.0498085 0.0148949 -2.71874e-20)
1427	Ua	0	(0.0101886 0.0130353 0)	60.0656	(0.0498085 0.0148949 -2.71874e-20)
1428	Ua	0	(0.0101886 0.0130353 0)	60.066	(0.0498085 0.0148949 -2.71874e-20)
1429	Ua	0	(0.0101886 0.0130353 0)	60.0664	(0.0498085 0.0148949 -2.71874e-20)
1430	Ua	0	(0.0101886 0.0130353 0)	60.0667	(0.0498085 0.0148949 -2.71874e-20)
1431	Ua	0	(0.0101886 0.0130353 0)	60.0671	(0.0498085 0.0148949 -2.71874e-20)
1432	Ua	0	(0.0101886 0.0130353 0)	60.0675	(0.0498085 0.0148949 -2.71874e-20)
1433	Ua	0	(0.0101886 0.0130353 0)	60.0678	(0.0498085 0.0148949 -2.71874e-20)
1434	Ua	0	(0.0101886 0.0130353 0)	60.0681	(0.0498085 0.0148949 -2.71874e-20)
1435	Ua	0	(0.0101886 0.0130353 0)	60.0685	(0.0498085 0.0148949 -2.71874e-20)
1436	Ua	0	(0.0101886 0.0130353 0)	60.0688	(0.0498085 0.0148949 -2.71874e-20)
1437	Ua	0	(0.0101886 0.0130353 0)	60.0691	(0.0498085 0.0148949 -2.71874e-20)
1438	Ua	0	(0.0101886 0.0130353 0)	60.0695	(0.0498085 0.0148949 -2.71874e-20)
1439	Ua	0	(0.0101886 0.0130353 0)	60.0698	(0.0498085 0.0148949 -2.71874e-20)
1440	Ua	0	(0.0101886 0.0130353 0)	60.0701	(0.0498085 0.0148949 -2.71874e-20)
1441	Ua	0	(0.0101886 0.0130353 0)	60.0704	(0.0498085 0.0148949 -2.71874e-20)
1442	Ua	0	(0.0101886 0.0130353 0)	60.0707	(0.0498085 0.0148949 -2.71874e-20)
1443	Ua	0	(0.0101886 0.0130353 0)	60.071	(0.0498085 0.0148949 -2.71874e-20)
1444	Ua	0	(0.0101886 0.0130353 0)	60.0713	(0.0498085 0.0148949 -2.71874e-20)
1445	Ua	0	(0.0101886 0.0130353 0)	60.0715	(0.0498085 0.0148949 -2.71874e-20)
1446	Ua	0	(0.0101886 0.0130353 0)	60.0718	(0.0498085 0.0148949 -2.71874e-20)
1447	Ua	0	(0.0101886 0.0130353 0)	60.0721	(0.0498085 0.0148949 -2.71874e-20)
1448	Ua	0	(0.0101886 0.0130353 0)	60.0723	(0.0498085 0.0148949 -2.71874e-20)
1449	Ua	0	(0.0101886 0.0130353 0)	60.0726	(0.0498085 0.0148949 -2.71874e-20)
1450	Ua	0	(0.0101886 0.0130353 0)	60.0729	(0.0498085 0.0148949 -2.71874e-20)
1451	Ua	0	(0.0101886 0.0130353 0)	60.0731	(0.0498085 0.0148949 -2.71874e-20)
1452	Ua	0	(0.0101886 0.0130353 0)	60.0734	(0.0498085 0.0148949 -2.71874e-20)
1453	Ua	0	(0.0101886 0.0130353 0)	60.0736	(0.0498085 0.0148949 -2.71874e-20)
1454	Ua	0	(0.0101886 0.0130353 0)	60.0738	(0.0498085 0.0148949 -2.71874e-20)
1455	Ua	0	(0.0101886 0.0130353 0)	60.0741	(0.0498085 0.0148949 -2.71874e-20)
1456	Ua	0	(0.0101886 0.0130353 0)	60.0743	(0.0498085 0.0148949 -2.71874e-20)
1457	Ua	0	(0.0101886 0.0130353 0)	60.0745	(0.0498085 0.0148949 -2.71874e-20)
1458	Ua	0	(0.0101886 0.0130353 0)	60.0747	(0.0498085 0.0148949 -2.71874e-20)
1459	Ua	0	(0.0101886 0.0130353 0)	60.0749	(0.0498085 0.0148949 -2.71874e-20)
1460	Ua	0	(0.0101886 0.0130353 0)	60.0751	(0.0498085 0.0148949 -2.71874e-20)
1461	Ua	0	(0.0101886 0.0130353 0)	60.0754	(0.0498085 0.0148949 -2.71874e-20)
1462	Ua	0	(0.0101886 0.0130353 0)	60.0756	(0.0498085 0.0148949 -2.71874e-20)
1463	Ua	0	(0.0101886 0.0130353 0)	60.0758	(0.0498085 0.0148949 -2.71874e-20)
1464	Ua	0	(0.0101886 0.0130353 0)	60.0759	(0.0498085 0.0148949 -2.71874e-20)
1465	Ua	0	(0.0101886 0.0130353 0)	60.0761	(0.0498085 0.0148949 -2.71874e-20)
1466	Ua	0	(0.0101886 0.0130353 0)	60.0763	(0.0498085 0.0148949 -2.71874e-20)
1467	Ua	0	(0.0101886 0.0130353 0)	60.0765	(0.0498085 0.0148949 -2.71874e-20)
1468	Ua	0	(0.0101886 0.0130353 0)	60.0767	(0.0498085 0.0148949 -2.71874e-20)
1469	Ua	0	(0.0101886 0.0130353 0)	60.0769	(0.0498085 0.0148949 -2.71874e-20)
1470	Ua	0	(0.0101886 0.0130353 0)	60.077	(0.0498085 0.0148949 -2.71874e-20)
1471	Ua	0	(0.0101886 0.0130353 0)	60.0772	(0.0498085 0.0148949 -2.71874e-20)
1472	Ua	0	(0.0101886 0.0130353 0)	60.0774	(0.0498085 0.0148949 -2.71874e-20)
1473	Ua	0	(0.0101886 0.0130353 0)	60.0775	(0.0498085 0.0148949 -2.71874e-20)
1474	Ua	0	(0.0101886 0.0130353 0)	60.0777	(0.0498085 0.0148949 -2.71874e-20)
1475	Ua	0	(0.0101886 0.0130353 0)	60.0778	(0.0498085 0.0148949 -2.71874e-20)
1476	Ua	0	(0.0101886 0.0130353 0)	60.078	(0.0498085 0.0148949 -2.71874e-20)
1477	Ua	0	(0.0101886 0.0130353 0)	60.0781	(0.0498085 0.0148949 -2.71874e-20)
1478	Ua	0	(0.0101886 0.0130353 0)	60.0783	(0.0498085 0.0148949 -2.71874e-20)
1479	Ua	0	(0.0101886 0.0130353 0)	60.0784	(0.0498085 0.0148949 -2.71874e-20)
1480	Ua	0	(0.0101886 0.0130353 0)	60.0785	(0.0498085 0.0148949 -2.71874e-20)
1481	Ua	0	(0.0101886 0.0130353 0)	60.0787	(0.0498085 0.0148949 -2.71874e-20)
1482	Ua	0	(0.0101886 0.0130353 0)	60.0788	(0.0498085 0.0148949 -2.71874e-20)
1483	Ua	0	(0.0101886 0.0130353 0)	60.0789	(0.0498085 0.0148949 -2.71874e-20)
1484	Ua	0	(0.0101886 0.0130353 0)	60.0791	(0.0498085 0.0148949 -2.71874e-20)
1485	Ua	0	(0.0101886 0.0130353 0)	60.0792	(0.0498085 0.0148949 -2.71874e-20)
1486	Ua	0	(0.0101886 0.0130353 0)	60.0793	(0.0498085 0.0148949 -2.71874e-20)
1487	Ua	0	(0.0101886 0.0130353 0)	60.0794	(0.0498085 0.0148949 -2.71874e-20)
1488	Ua	0	(0.0101886 0.0130353 0)	60.0795	(0.0498085 0.0148949 -2.71874e-20)
1489	Ua	0	(0.0101886 0.0130353 0)	60.0796	(0.0498085 0.0148949 -2.71874e-20)
1490	Ua	0	(0.0101886 0.0130353 0)	60.0798	(0.0498085 0.0148949 -2.71874e-20)
1491	Ua	0	(0.0101886 0.0130353 0)	60.0799	(0.0498085 0.0148949 -2.71874e-20)
1492	Ua	0	(0.0101886 0.0130353 0)	60.08	(0.0498085 0.0148949 -2.71874e-20)
1493	Ua	0	(0.0101886 0.0130353 0)	60.0801	(0.0498085 0.0148949 -2.71874e-20)
1494	Ua	0	(0.0101886 0.0130353 0)	60.0802	(0.0498085 0.0148949 -2.71874e-20)
1495	Ua	0	(0.0101886 0.0130353 0)	60.0803	(0.0498085 0.0148949 -2.71874e-20)
1496	Ua	0	(0.0101886 0.0130353 0)	60.0803	(0.0498085 0.0148949 -2.71874e-20)
1497	Ua	0	(0.0101886 0.0130353 0)	60.0804	(0.0498085 0.0148949 -2.71874e-20)
1498	Ua	0	(0.0101886 0.0130353 0)	60.0805	(0.0498085 0.0148949 -2.71874e-20)
1499	Ua	0	(0.0101886 0.0130353 0)	60.0806	(0.0498085 0.0148949 -2.71874e-20)
1500	Ua	0	(0.0101886 0.0130353 0)	60.0807	(0.0498085 0.0148949 -2.71874e-20)
1501	Ua	0	(0.0101886 0.0130353 0)	60.0808	(0.0498085 0.0148949 -2.71874e-20)
1502	Ua	0	(0.0101886 0.0130353 0)	60.0809	(0.0498085 0.0148949 -2.71874e-20)
1503	Ua	0	(0.0101886 0.0130353 0)	60.0809	(0.0498085 0.0148949 -2.71874e-20)
1504	Ua	0	(0.0101886 0.0130353 0)	60.081	(0.0498085 0.0148949 -2.71874e-20)
1505	Ua	0	(0.0101886 0.0130353 0)	60.0811	(0.0498085 0.0148949 -2.71874e-20)
1506	Ua	0	(0.0101886 0.0130353 0)	60.0812	(0.0498085 0.0148949 -2.71874e-20)
1507	Ua	0	(0.0101886 0.0130353 0)	60.0812	(0.0498085 0.0148949 -2.71874e-20)
1508	Ua	0	(0.0101886 0.0130353 0)	60.0813	(0.0498085 0.0148949 -2.71874e-20)
1509	Ua	0	(0.0101886 0.0130353 0)	60.0814	(0.0498085 0.0148949 -2.71874e-20)
1510	Ua	0	(0.0101886 0.0130353 0)	60.0814	(0.0498085 0.0148949 -2.71874e-20)
1511	Ua	0	(0.0101886 0.0130353 0)	60.0815	(0.0498085 0.0148949 -2.71874e-20)
1512	Ua	0	(0.0101886 0.0130353 0)	60.0815	(0.0498085 0.0148949 -2.71874e-20)
1513	Ua	0	(0.0101886 0.0130353 0)	60.0816	(0.0498085 0.0148949 -2.71874e-20)
1514	Ua	0	(0.0101886 0.0130353 0)	60.0817	(0.0498085 0.0148949 -2.71874e-20)
1515	Ua	0	(0.0101886 0.0130353 0)	60.0817	(0.0498085 0.0148949 -2.71874e-20)
1516	Ua	0	(0.0101886 0.0130353 0)	60.0818	(0.0498085 0.0148949 -2.71874e-20)
1517	Ua	0	(0.0101886 0.0130353 0)	60.0818	(0.0498085 0.0148949 -2.71874e-20)
1518	Ua	0	(0.0101886 0.0130353 0)	60.0819	(0.0498085 0.0148949 -2.71874e-20)
1519	Ua	0	(0.0101886 0.0130353 0)	60.0819	(0.0498085 0.0148949 -2.71874e-20)
1520	Ua	0	(0.0101886 0.0130353 0)	60.082	(0.0498085 0.0148949 -2.71874e-20)
1521	Ua	0	(0.0101886 0.0130353 0)	60.082	(0.0498085 0.0148949 -2.71874e-20)
1522	Ua	0	(0.0101886 0.0130353 0)	60.082	(0.0498085 0.0148949 -2.71874e-20)
1523	Ua	0	(0.0101886 0.0130353 0)	60.0821	(0.0498085 0.0148949 -2.71874e-20)
1524	Ua	0	(0.0101886 0.0130353 0)	60.0821	(0.0498085 0.0148949 -2.71874e-20)
1525	Ua	0	(0.0101886 0.0130353 0)	60.0822	(0.0498085 0.0148949 -2.71874e-20)
1526	Ua	0	(0.0101886 0.0130353 0)	60.0822	(0.0498085 0.0148949 -2.71874e-20)
1527	Ua	0	(0.0101886 0.0130353 0)	60.0822	(0.0498085 0.0148949 -2.71874e-20)
